fy,page,subject,priority,state,figures,figures_reversed,read_by,heading,answers,document
2012,68,special-revenue,1,read,62,0,special-revenue-funds,TOWN OF LUNENBURG,"The load-bearing one. CLAUDE.md rule 11: grants, circuit breaker, school choice, revolving funds and gifts pay for real staff and appear NOWHERE in the budget, so a line that rises because a grant ended looks identical to one that rises because the district grew. Closes the registered gaps ""What any special revenue fund bought"" and ""Grants received in earlier years"", and bears on ""Which fund pays which post"".",sources/town-budget/ocr/4118-fy-2012-annual-town-report.tsv
2012,69,special-revenue,1,read,58,0,special-revenue-funds,TOWN OF LUNENBURG,"The load-bearing one. CLAUDE.md rule 11: grants, circuit breaker, school choice, revolving funds and gifts pay for real staff and appear NOWHERE in the budget, so a line that rises because a grant ended looks identical to one that rises because the district grew. Closes the registered gaps ""What any special revenue fund bought"" and ""Grants received in earlier years"", and bears on ""Which fund pays which post"".",sources/town-budget/ocr/4118-fy-2012-annual-town-report.tsv
2012,70,special-revenue,1,read,70,0,special-revenue-funds,TOWN OF LUNENBURG,"The load-bearing one. CLAUDE.md rule 11: grants, circuit breaker, school choice, revolving funds and gifts pay for real staff and appear NOWHERE in the budget, so a line that rises because a grant ended looks identical to one that rises because the district grew. Closes the registered gaps ""What any special revenue fund bought"" and ""Grants received in earlier years"", and bears on ""Which fund pays which post"".",sources/town-budget/ocr/4118-fy-2012-annual-town-report.tsv
2011,66,special-revenue,1,read,84,0,"special-revenue-funds, special-revenue-read",TOWN OF LUNENBURG,"The load-bearing one. CLAUDE.md rule 11: grants, circuit breaker, school choice, revolving funds and gifts pay for real staff and appear NOWHERE in the budget, so a line that rises because a grant ended looks identical to one that rises because the district grew. Closes the registered gaps ""What any special revenue fund bought"" and ""Grants received in earlier years"", and bears on ""Which fund pays which post"".",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2011,67,special-revenue,1,read,105,0,"special-revenue-funds, special-revenue-printed-totals, special-revenue-read",TOWN OF LUNENBURG,"The load-bearing one. CLAUDE.md rule 11: grants, circuit breaker, school choice, revolving funds and gifts pay for real staff and appear NOWHERE in the budget, so a line that rises because a grant ended looks identical to one that rises because the district grew. Closes the registered gaps ""What any special revenue fund bought"" and ""Grants received in earlier years"", and bears on ""Which fund pays which post"".",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2011,68,special-revenue,1,read,99,0,special-revenue-funds,TOWN OF LUNENBURG,"The load-bearing one. CLAUDE.md rule 11: grants, circuit breaker, school choice, revolving funds and gifts pay for real staff and appear NOWHERE in the budget, so a line that rises because a grant ended looks identical to one that rises because the district grew. Closes the registered gaps ""What any special revenue fund bought"" and ""Grants received in earlier years"", and bears on ""Which fund pays which post"".",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2011,69,special-revenue,1,read,70,0,special-revenue-funds,TOWN OF LUNENBURG,"The load-bearing one. CLAUDE.md rule 11: grants, circuit breaker, school choice, revolving funds and gifts pay for real staff and appear NOWHERE in the budget, so a line that rises because a grant ended looks identical to one that rises because the district grew. Closes the registered gaps ""What any special revenue fund bought"" and ""Grants received in earlier years"", and bears on ""Which fund pays which post"".",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2011,70,special-revenue,1,read,81,0,special-revenue-funds,"""TOWN OF LUNENBURG","The load-bearing one. CLAUDE.md rule 11: grants, circuit breaker, school choice, revolving funds and gifts pay for real staff and appear NOWHERE in the budget, so a line that rises because a grant ended looks identical to one that rises because the district grew. Closes the registered gaps ""What any special revenue fund bought"" and ""Grants received in earlier years"", and bears on ""Which fund pays which post"".",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2025,25,balance-sheet,2,read,61,0,"enterprise-balance-sheet, enterprise-balance-sheet-printed-totals",BALANCE SHEET,"The whole town in one statement, which this project does not have at all. Closes ""What the town held town-wide at 30 June 2024 and 30 June 2025"" and bears directly on ""Why the Town’s undesignated fund balance and DLS’s free cash differ"" — a discrepancy /free-cash currently records and cannot explain.",sources/town-budget/ocr/4130-fy-2025-annual-town-report.tsv
2024,21,balance-sheet,2,read,97,0,"enterprise-balance-sheet, enterprise-balance-sheet-printed-totals",TOWN OF LUNENBURG,"The whole town in one statement, which this project does not have at all. Closes ""What the town held town-wide at 30 June 2024 and 30 June 2025"" and bears directly on ""Why the Town’s undesignated fund balance and DLS’s free cash differ"" — a discrepancy /free-cash currently records and cannot explain.",sources/town-budget/ocr/4132-fy-2024-annual-town-report.tsv
2024,28,balance-sheet,2,read,105,0,"enterprise-balance-sheet, enterprise-balance-sheet-printed-totals",TOWN OF LUNENBURG,"The whole town in one statement, which this project does not have at all. Closes ""What the town held town-wide at 30 June 2024 and 30 June 2025"" and bears directly on ""Why the Town’s undesignated fund balance and DLS’s free cash differ"" — a discrepancy /free-cash currently records and cannot explain.",sources/town-budget/ocr/4132-fy-2024-annual-town-report.tsv
2023,24,balance-sheet,2,unread,45,0,,"TOWN OF LUNENBURG, MASSACHUSETTS","The whole town in one statement, which this project does not have at all. Closes ""What the town held town-wide at 30 June 2024 and 30 June 2025"" and bears directly on ""Why the Town’s undesignated fund balance and DLS’s free cash differ"" — a discrepancy /free-cash currently records and cannot explain.",sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv
2022,24,balance-sheet,2,read,72,0,"balance-sheet, balance-sheet-printed-totals","TOWN OF LUNENBURG, MASSACHUSETTS","The whole town in one statement, which this project does not have at all. Closes ""What the town held town-wide at 30 June 2024 and 30 June 2025"" and bears directly on ""Why the Town’s undesignated fund balance and DLS’s free cash differ"" — a discrepancy /free-cash currently records and cannot explain.",sources/town-budget/ocr/4129-fy-2022-annual-town-report.tsv
2021,23,balance-sheet,2,read,74,0,"balance-sheet, balance-sheet-printed-totals","TOWN OF LUNENBURG, MASSACHUSETTS","The whole town in one statement, which this project does not have at all. Closes ""What the town held town-wide at 30 June 2024 and 30 June 2025"" and bears directly on ""Why the Town’s undesignated fund balance and DLS’s free cash differ"" — a discrepancy /free-cash currently records and cannot explain.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2020,22,balance-sheet,2,read,69,0,"balance-sheet, balance-sheet-printed-totals","TOWN OF LUNENBURG, MASSACHUSETTS","The whole town in one statement, which this project does not have at all. Closes ""What the town held town-wide at 30 June 2024 and 30 June 2025"" and bears directly on ""Why the Town’s undesignated fund balance and DLS’s free cash differ"" — a discrepancy /free-cash currently records and cannot explain.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2019,28,balance-sheet,2,read,68,0,"balance-sheet, balance-sheet-printed-totals",PYTO REAL ESIAIE TAXES,"The whole town in one statement, which this project does not have at all. Closes ""What the town held town-wide at 30 June 2024 and 30 June 2025"" and bears directly on ""Why the Town’s undesignated fund balance and DLS’s free cash differ"" — a discrepancy /free-cash currently records and cannot explain.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2018,26,balance-sheet,2,read,59,0,"balance-sheet, balance-sheet-printed-totals","TOWN OF LUNENBURG, MASSACHUSETTS","The whole town in one statement, which this project does not have at all. Closes ""What the town held town-wide at 30 June 2024 and 30 June 2025"" and bears directly on ""Why the Town’s undesignated fund balance and DLS’s free cash differ"" — a discrepancy /free-cash currently records and cannot explain.",sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv
2017,20,balance-sheet,2,read,73,0,"balance-sheet, balance-sheet-printed-totals","TOWN OF LUNENBURG, MASSACHUSETTS","The whole town in one statement, which this project does not have at all. Closes ""What the town held town-wide at 30 June 2024 and 30 June 2025"" and bears directly on ""Why the Town’s undesignated fund balance and DLS’s free cash differ"" — a discrepancy /free-cash currently records and cannot explain.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2016,20,balance-sheet,2,read,58,0,"balance-sheet, balance-sheet-printed-totals","TOWN OF LUNENBURG, MASSACHUSETTS","The whole town in one statement, which this project does not have at all. Closes ""What the town held town-wide at 30 June 2024 and 30 June 2025"" and bears directly on ""Why the Town’s undesignated fund balance and DLS’s free cash differ"" — a discrepancy /free-cash currently records and cannot explain.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,21,balance-sheet,2,read,16,0,"balance-sheet, balance-sheet-printed-totals","TOWN OF LUNENBURG, MASSACHUSETTS","The whole town in one statement, which this project does not have at all. Closes ""What the town held town-wide at 30 June 2024 and 30 June 2025"" and bears directly on ""Why the Town’s undesignated fund balance and DLS’s free cash differ"" — a discrepancy /free-cash currently records and cannot explain.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
